,Game_ID,Rated_(T/F),Number_of_Turns,Game_Status,Winner,Time_Increment,Moves,Opening_Eco,Opening_Ply,Game_Duration,Elo_Difference,Duration_Category,Opening,Time_Per_Move,White_Rating_Tier,Black_Rating_Tier,Average Time
14005,dbpKz2ox,True,68,mate,black,10+0,e4 e5 Nf3 d6 Bc4 Bg4 d3 Bxf3 Qxf3 f6 Nc3 a6 Nd5 b5 Nxf6+ gxf6 Qh5+ Kd7 Qf7+ Kc8 Qe6+ Nd7 Qd5 Nb6 Qe6+ Kb8 Bd5 Nxd5 Qxd5 Ne7 Qe6 h5 Qxf6 Rg8 g3 Bg7 Qf7 c5 Bg5 Ra7 f4 c4 f5 cxd3 f6 Nc6 Qxa7+ Kxa7 f7 Qa5+ c3 Rf8 Rf1 b4 Rc1 bxc3 Rxc3 Kb7 Kd1 Qxa2 Rxc6 Qa4+ Kd2 Qxc6 Be7 Qc2+ Ke3 Qe2#,C41,5,10.91,28,Short,Philidor Defense #3,0.16,Intermediate,Intermediate,0.01
14006,e9XqIddx,True,41,mate,white,10+0,e4 e5 Nf3 Nc6 a3 Nf6 Bb5 Bc5 Bxc6 dxc6 O-O O-O b4 Re8 bxc5 Re6 h3 Nxe4 Re1 Rg6 Rxe4 Bxh3 Rxe5 Bxg2 Rg5 Qxg5 Nxg5 Rxg5 d4 Bf3+ Kf1 Bxd1 Bxg5 Re8 Nc3 Bxc2 Bf4 Rd8 Re1 Rxd4 Re8#,C44,4,4.42,12,Short,King's Knight Opening: Normal Variation,0.11,Intermediate,Intermediate,0.02
14007,85hJFHpX,True,29,resign,white,10+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 Nxe5 Nf6 d3 Bd6 Bf4 O-O g3 Re8 Nc4 b5 Nxd6 cxd6 Nc3 b4 Ne2 d5 Bg5 dxe4 dxe4 Rxe4 Qxd8+,C68,7,5.33,67,Short,Ruy Lopez: Exchange Variation,0.18,Intermediate,Intermediate,0.03
14009,RCmzmr5p,True,92,mate,black,10+0,d4 d5 Nf3 Nf6 Nc3 c5 dxc5 e6 Bf4 Bxc5 Bxb8 Rxb8 e3 O-O Bb5 Bb4 Qd2 a6 a3 Bxc3 Qxc3 axb5 Qb3 Qa5+ c3 Rd8 Nd4 Bd7 a4 bxa4 Qa3 e5 Nf5 Bxf5 b4 Qb5 Qxa4 Qxa4 Rxa4 Ra8 Rxa8 Rxa8 O-O Bd3 Rd1 e4 b5 Ra2 b6 Rb2 f3 Rxb6 h3 Nh5 g4 Ng3 Kg2 Ne2 h4 Rb2 h5 Nxc3+ Rd2 Rxd2+ Kg3 Ne2+ Kf2 exf3 Kxf3 Be4+ Kf2 b5 Ke1 Ra2 Kd1 b4 g5 Bc2+ Kxe2 b3 Kf3 b2 Ke2 b1=Q Kf3 Be4+ Kg4 Rf2 g6 Qg1+ Kh3 Rh2#,D02,4,16.58,-265,Short,Queen's Pawn Game: Symmetrical Variation,0.18,Beginner,Intermediate,0.01
14010,oTxN5j6m,True,116,resign,black,10+0,a4 d5 b3 Nc6 Ba3 Nf6 d4 e6 e3 Bxa3 Nxa3 Ne4 Bd3 Nc3 Qd2 Ne4 Bxe4 dxe4 O-O-O O-O Nc4 b6 f3 exf3 Nxf3 a5 Nce5 Nb4 Qc3 Na2+ Kb2 Nxc3 Kxc3 Qd6 Kb2 c5 dxc5 Qxc5 Rhe1 Bb7 e4 f5 Nd7 Qb4 Nxf8 Rxf8 exf5 exf5 h4 Bxf3 gxf3 Qxh4 Re6 Qg3 Rxb6 Qxf3 Rd3 Qa8 Rb5 f4 Rdd5 f3 Rxa5 Qe8 Re5 Qf7 Rf5 Qb7 Rxf8+ Kxf8 Rf5+ Kg8 c4 Qb6 Kc3 f2 c5 Qa5+ Kc4 Qe1 c6 f1=Q+ Rxf1 Qxf1+ Kc5 Qf5+ Kb6 h5 c7 Qc8 Kc6 h4 b4 h3 b5 h2 b6 h1=Q+ Kd6 Qd1+ Kc6 Qc1+ Kd6 Qb7 Kd7 g5 a5 g4 a6 Qxb6 c8=Q+ Qxc8+ Kxc8 g3 a7 Qxa7,A00,1,7.34,43,Short,Ware Opening,0.06,Beginner,Beginner,0.01
14011,PAAabxxH,True,54,mate,black,10+0,d4 d5 Nf3 Nc6 Bf4 h6 Nc3 a6 e3 Nf6 Ne5 e6 Nxc6 bxc6 Na4 Bd6 Bxd6 cxd6 Nc3 Rb8 b3 Qa5 Qd2 O-O Bd3 c5 dxc5 dxc5 O-O c4 Be2 Ne4 b4 Qxb4 Rad1 Nxd2 Rxd2 Qxc3 Rfd1 e5 Rxd5 Qxc2 R5d2 Qc3 Rd5 Be6 R5d2 Rfd8 Rxd8+ Rxd8 Rxd8+ Kh7 Bf3 Qe1#,D02,4,6.3,-222,Short,Queen's Pawn Game: Chigorin Variation,0.12,Beginner,Intermediate,0.02
14012,gFE80SOe,True,53,mate,white,10+0,e4 d5 Nf3 dxe4 Ng5 Nf6 d3 exd3 Bxd3 h6 Nxf7 Kxf7 Bg6+ Kxg6 Qxd8 Kf7 Qxc8 e6 O-O c6 Qxb7+ Nbd7 Qxa8 Kg8 Qxa7 Kh7 Be3 Be7 Nc3 Rb8 b3 Bb4 Bd4 Rb5 Bxf6 Bxc3 Bxc3 Rc5 Qxd7 Rxc3 Qxe6 Rxc2 Qe4+ g6 Qxc2 c5 Rae1 c4 Re7+ Kg8 Qxg6+ Kf8 Qe8#,A06,3,11.35,356,Short,Zukertort Opening: Tennison Gambit,0.21,Intermediate,Beginner,0.02
14013,JYpwWOKx,True,41,mate,white,10+0,e3 d5 g3 Nf6 d4 Bg4 Be2 Bxe2 Qxe2 e6 Nf3 Nc6 a3 Bd6 Nc3 O-O Nb5 Ne4 Nxd6 Qxd6 Ng5 Nxg5 Qg4 f6 h4 Ne4 f3 f5 Qh3 Nf6 e4 dxe4 fxe4 Nxe4 Bg5 Nxg5 hxg5 Rf7 g6 hxg6 Qh8#,A00,1,5.04,236,Short,Van't Kruijs Opening,0.12,Intermediate,Beginner,0.02
14014,Q86pMQrH,True,72,mate,black,10+0,d4 Nf6 Nf3 d6 Bf4 e6 Nc3 c6 e4 Be7 e5 dxe5 Bxe5 Nbd7 Bxf6 Nxf6 Ne5 O-O Bc4 Nd5 Nxd5 cxd5 Bb5 Qa5+ Qd2 Qxb5 Qd3 Qxb2 O-O Qb6 Rab1 Qc7 Qg3 Qd8 Nd3 Bf6 Ne5 Bxe5 Qxe5 f6 Qe1 Qe7 Qb4 Qxb4 Rxb4 b6 c3 Ba6 Ra4 Bxf1 Kxf1 a6 c4 b5 cxb5 axb5 Rb4 Rxa2 Rxb5 Rc8 Rb1 Rcc2 f3 Rxg2 h3 Rh2 Rb8+ Kf7 Rb7+ Kg6 Rb3 Rh1#,A46,4,6.27,-732,Short,Indian Game: Wade-Tartakower Defense,0.09,Beginner,Advanced,0.01
14015,G8d7khCQ,True,52,mate,black,10+0,d4 e6 Nf3 d5 Nc3 Bb4 Bf4 Nf6 Qd2 O-O a3 Ba5 b4 Bb6 Na4 Bd7 Nxb6 cxb6 Bxb8 Rxb8 e3 a6 a4 b5 axb5 Bxb5 Bxb5 axb5 Qe2 Ra8 Rxa8 Qxa8 O-O Qa6 Ne5 Ne4 Nd7 Rc8 Nc5 Qa2 Nxb7 Rxc2 Qd1 Nxf2 Qe1 Nh3+ gxh3 Rg2+ Kh1 Rxh2+ Kg1 Qg2#,A40,2,4.95,-446,Short,Horwitz Defense,0.1,Beginner,Intermediate,0.02
14016,m9szYo1q,True,15,resign,white,10+0,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 Bc5 O-O h6 Bxc6 dxc6 Nxe5 Nxe4 Nxe4,C48,8,1.71,-28,Short,Four Knights Game: Spanish Variation |  Classical Variation,0.11,Intermediate,Intermediate,0.06
14017,Es9PNXlG,True,62,mate,black,10+0,e4 e5 Nf3 Nc6 Bb5 Nd4 Ba4 b5 Nxd4 bxa4 Nf3 Bd6 O-O Nf6 Nc3 O-O Nxa4 Nxe4 Re1 Ba6 d3 Nf6 Nc3 Bb4 Nxe5 d5 Nc6 Qd6 Nxb4 Qxb4 Bg5 Ng4 Nxd5 Qc5 Qxg4 Qxd5 Bh6 g6 Bxf8 Rxf8 Re7 Bc8 Qe2 Qg5 Re5 Qf6 Re1 Qf4 Re8 Qg5 Rxf8+ Kxf8 Qe8+ Kg7 Qxc8 c5 Qc7 a6 Re7 Qc1+ Re1 Qxe1#,C61,6,10.85,-34,Short,Ruy Lopez: Bird Variation,0.18,Intermediate,Intermediate,0.02
14018,hdHoVkWM,True,73,resign,black,10+0,e4 e5 Nf3 d6 Nc3 Nf6 Bc4 Be7 d4 O-O dxe5 dxe5 Qxd8 Bxd8 Nxe5 Nc6 f4 Be6 Bxe6 fxe6 O-O Nd4 Rf2 c5 Be3 Ba5 Raf1 Bxc3 bxc3 Nc6 f5 Nxe4 Nxc6 Nxf2 Ne7+ Kh8 Rxf2 exf5 Bxc5 Rf7 Nxf5 Rc8 Nh6 Rxf2 Kxf2 gxh6 Bd4+ Kg8 Kf3 Kf7 Kg4 Kg6 h4 Re8 h5+ Kf7 Kf5 Re2 g4 Rxc2 Be3 Rxa2 Bxh6 Ra5+ Kf4 Ra4+ Kg3 Rc4 Bd2 a5 Bf4 a4 Be5,C41,4,11.66,67,Short,Philidor Defense #2,0.16,Intermediate,Intermediate,0.01
14019,ynnYcb5x,True,62,resign,black,15+0,e4 c5 c3 a6 d4 cxd4 cxd4 b5 Nf3 Nf6 e5 Nd5 Bd3 Bb7 O-O e6 Nc3 Be7 Re1 O-O Be4 Nxc3 bxc3 Bxe4 Rxe4 d5 exd6 Qxd6 Bf4 Qc6 Qd2 Nd7 Rae1 Nf6 R4e2 Nd5 Ne5 Qxc3 Qxc3 Nxc3 Rc2 Rac8 Rec1 Ne2+ Kf1 Nxc1 Rxc8 Rxc8 Nd7 Nd3 Bg3 Nb4 Nb6 Rc1+ Ke2 Nxa2 d5 exd5 Nxd5 Nc3+ Nxc3 Rxc3,B22,3,18.77,-66,Short,Sicilian Defense: Alapin Variation,0.3,Intermediate,Intermediate,0.02
14020,GWBwrzSX,True,25,resign,white,15+0,e4 e5 f4 exf4 Nf3 d6 d4 Bg4 Bc4 Nd7 O-O Ngf6 Qe1 Be7 Ng5 Be6 Bxe6 fxe6 Nxe6 Qc8 Nxg7+ Kf7 Nf5 Qg8 Nh6+,C34,6,7.12,46,Short,King's Gambit Accepted |  Fischer Defense,0.28,Intermediate,Intermediate,0.04
14021,cz6ZE13s,True,58,resign,black,15+0,d4 Nf6 Nf3 g6 h3 Bg7 a3 O-O Nc3 d5 e3 Nc6 Bd3 Re8 Bd2 a6 O-O e5 Re1 e4 Ne5 exd3 Nxd3 Bf5 Ne5 Nxe5 dxe5 Rxe5 Rc1 Ne4 f4 Re6 Qf3 Nxd2 Qxd5 Qxd5 Nxd5 Rd6 Nxc7 Rc8 g4 Nf3+ Kf1 Nxe1 Kxe1 Be4 c4 Rxc7 Rd1 Rxd1+ Kxd1 Rxc4 b3 Bc2+ Kd2 Bxb3 Kd3 Ra4,A49,4,14.2,-13,Short,East Indian Defense,0.24,Intermediate,Intermediate,0.02
14022,3k0pNkXe,True,72,resign,black,10+5,e4 e6 f4 d5 e5 c5 Bb5+ Bd7 Nc3 Nc6 Nf3 d4 Ne4 Nxe5 Bxd7+ Nxd7 Ne5 Ngf6 Nxf6+ Nxf6 O-O Bd6 d3 O-O c3 Nd5 cxd4 cxd4 Qg4 Ne3 Bxe3 dxe3 Rae1 Bxe5 fxe5 Qxd3 Rf3 Qd5 Rfxe3 Qxa2 Rg3 g6 Qg5 Qxb2 Qf6 a5 Rd1 Rac8 Rgd3 Rc2 Qg5 Re2 Rd8 Qb6+ Kh1 Qxd8 Qxd8 Rxd8 Rxd8+ Kg7 h3 b5 Ra8 a4 Rb8 a3 Rxb5 a2 Ra5 Re1+ Kh2 a1=Q,C00,3,17.58,5,Short,French Defense: La Bourdonnais Variation,0.24,Intermediate,Intermediate,0.01
14023,osjJMZTs,True,82,mate,black,10+5,e4 e5 Nf3 Nf6 Nc3 Bb4 Bc4 Bxc3 bxc3 d5 exd5 Nxd5 O-O Bg4 Re1 O-O Rxe5 Nxc3 Qe1 Bxf3 dxc3 Bg4 Ba3 Nc6 Bxf8 Nxe5 Qxe5 Qxf8 Qxc7 Rc8 Qf4 Bh5 Rb1 b6 h3 Bg6 Rd1 Bxc2 Bxf7+ Qxf7 Qxf7+ Kxf7 Rd7+ Ke6 Rxa7 Rxc3 Rxg7 b5 Rb7 Ba4 Rxh7 b4 Ra7 Ra3 f3 Rxa2 Ra6+ Kd5 Ra5+ Kc4 h4 b3 h5 b2 Kh2 b1=Q h6 Qh7 Ra6 Kb5 Rd6 Re2 Rd5+ Kc4 Rd6 Bc2 Rc6+ Kd5 Ra6 Qc7+ Kh1 Re1#,C42,5,13.36,-72,Short,Russian Game: Three Knights Game,0.16,Intermediate,Intermediate,0.01
14024,9tbW4pQS,True,75,mate,white,10+5,e4 e5 Nf3 d6 h3 Be7 Bb5+ Nc6 Bxc6+ bxc6 d3 Nf6 Bg5 O-O O-O a5 c4 c5 Nc3 Bb7 Bxf6 Bxf6 Qb3 Rb8 Rad1 Bxe4 Qc2 Bxf3 gxf3 Bh4 Ne4 Qd7 Kh2 f5 Ng3 f4 Ne4 Kh8 Rg1 Rf5 Rg4 Rh5 Rdg1 d5 Rxg7 Qe6 cxd5 Qxd5 Qxc5 Qe6 Qxc7 Rc8 Qf7 Qxf7 Rxf7 Rg8 Rc1 Rh6 Rcc7 Bd8 Rc4 Bh4 Rcc7 Bd8 Ra7 Rh4 a3 Rh6 b4 axb4 axb4 Ba5 bxa5 Rhg6 Rxh7#,C41,4,21.43,54,Short,Philidor Defense #2,0.29,Intermediate,Intermediate,0.01
14025,DD0mwSVM,True,97,draw,draw,15+6,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 Be7 O-O O-O d4 exd4 Nxd4 Nxd4 Qxd4 b5 Bb3 c5 Qe3 c4 Bxc4 bxc4 Re1 Bb7 e5 Nd5 Nxd5 Bxd5 Bd2 Qc7 Rad1 Bc5 Qg5 h6 Qf5 Be6 Qf3 Rab8 Qg3 g5 b3 Be7 Bc3 cxb3 axb3 Bxb3 cxb3 Rxb3 Rc1 Bb4 Re3 Bxc3 Rexc3 Rxc3 Rxc3 Qa5 h4 Qa1+ Kh2 a5 hxg5 Kh7 gxh6 Rg8 Qd3+ Rg6 Ra3 Qxe5+ Kg1 Qe1+ Kh2 Qe5+ g3 f5 Qxd7+ Kxh6 Qd8 f4 Qf8+ Kh5 Qxf4 Qxf4 gxf4 Kg4 Rxa5 Kxf4 Ra2 Kf3 Rc2 Rg2+ Kh3 Rxf2 Rc3+ Ke4 Rc4+,C78,11,17.44,68,Short,Ruy Lopez: Closed Variations |  Morphy Attack,0.18,Intermediate,Intermediate,0.01
14026,dzRXRHSb,True,45,resign,white,15+10,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Nc3 c5 Bg5 cxd4 Nxd4 Be7 Bb5+ Bd7 O-O Bxb5 Ncxb5 O-O Bf4 Na6 Re1 Bc5 Rc1 Bxd4 Qxd4 Qa5 Nd6 Qxa2 Nxb7 Rab8 Nd6 Rxb2 Ra1 Rfb8 Rxa2 Rb1 Kf1 Ne4 Nxe4 Rxe1+ Kxe1 Rb1+ Ke2,C00,3,17.25,-40,Short,French Defense: Knight Variation,0.38,Intermediate,Intermediate,0.02
14027,2OyQdaII,True,66,mate,black,15+1,e4 c5 c3 Qa5 Nf3 d6 Bc4 Nf6 d3 b5 Bb3 c4 dxc4 bxc4 Bc2 Nc6 O-O g6 Bg5 Bg7 Nbd2 Qb5 b3 cxb3 Bxb3 O-O Re1 Bg4 Bc4 Qc5 Qb3 Bxf3 Nxf3 e6 Rad1 Rab8 Qa4 Ng4 Be3 Nxe3 Rxe3 Bh6 Red3 Rb2 Nd4 Nxd4 Rxd4 Qh5 Qa3 Rbb8 Qxd6 Bf4 Qxf4 e5 Bxf7+ Rxf7 Rd8+ Rxd8 Rxd8+ Kg7 Qe3 Rf8 Qxa7+ Kh6 Rxf8 Qd1#,B22,3,26.82,66,Short,Sicilian Defense: Alapin Variation,0.41,Intermediate,Intermediate,0.02
14028,d8kLbZyI,True,44,mate,black,15+15,e4 e5 Nf3 d6 Bc4 Bg4 h3 Bh5 O-O Nc6 d3 Nf6 Qe2 Be7 Bg5 O-O Nc3 Nd4 Qd2 Bxf3 Bxf6 Bxf6 Nd5 c6 Nxf6+ Qxf6 Kh1 Bxg2+ Kxg2 Qf3+ Kh2 Kh8 Rg1 f5 exf5 Rxf5 Rg2 Raf8 Rf1 R8f6 c3 Qxh3+ Kg1 Nf3#,C41,5,9.44,-252,Short,Philidor Defense #3,0.21,Intermediate,Intermediate,0.02
14029,1UmJDvBh,True,103,resign,white,15+15,e4 e5 Nf3 d6 Bc4 Nf6 Nc3 Qe7 O-O Be6 Bxe6 Qxe6 d4 exd4 Nxd4 Qg4 Qxg4 Nxg4 Bf4 Nd7 Rfe1 Nde5 Nd5 O-O-O c3 Nd3 Re3 Ngxf2 Rf3 Re8 Rxf2 Nxf2 Kxf2 Rxe4 Kf3 Re8 Rf1 c6 Ne3 f6 Nc4 Kc7 Nf5 g5 Bg3 b5 Ncxd6 Bxd6 Bxd6+ Kb6 Ne7 Rd8 Bg3 Rd3+ Kg4 Re8 Bf2+ c5 Nf5 Re2 b4 Rxa2 Bxc5+ Kb7 Nd6+ Ka6 Rxf6 Rxd6 Rxd6+ Kb7 Rd7+ Kc6 Rd6+ Kc7 Rh6 Ra3 Rxh7+ Kc6 Bd4 Kd5 Kxg5 Ra2 Rd7+ Kc4 Kg4 Rxg2+ Kh3 Ra2 Rc7+ Kd5 Kg3 a6 h4 Kd6 Ra7 Kc6 h5 Kd5 h6 Ra3 h7 Rxc3+ Bxc3,C41,5,21.67,243,Short,Philidor Defense #3,0.21,Intermediate,Intermediate,0.01
14030,FA2mYMyF,True,49,mate,white,20+0,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O d6 c3 Nf6 Re1 O-O h3 Bd7 Ba4 a6 d4 exd4 cxd4 Bb4 Nc3 b5 Bb3 Na5 Bc2 Nc4 Bg5 Nxb2 Qd2 Nc4 Qd3 Nb2 Qe3 Nc4 Qd3 Nb2 Qe3 Nc4 Qf4 Bxc3 e5 dxe5 dxe5 Bxa1 exf6 Bxf6 Qh4 Bxg5 Qxh7#,C64,6,21.42,310,Short,Ruy Lopez: Classical Variation,0.44,Advanced,Intermediate,0.02
14031,LQaxorOE,True,170,draw,draw,20+0,e4 Nc6 d4 Nf6 e5 Nd5 Bc4 e6 Bxd5 exd5 Nf3 d6 O-O dxe5 Nxe5 Nxe5 dxe5 Bc5 c4 c6 Be3 Bb4 a3 Ba5 b4 Bc7 Bf4 O-O Nd2 Re8 Nf3 Bg4 cxd5 cxd5 Qd4 Bxf3 gxf3 Qh4 Kh1 Bxe5 Bxe5 Qxd4 Bxd4 b6 Rfe1 Red8 Re3 h6 Rg1 g6 f4 Rac8 f5 Kh7 fxg6+ fxg6 Re7+ Kg8 Rxg6+ Kf8 Ree6 Rc1+ Kg2 Rd1 Bf6 Re8 Bg7+ Kf7 Rxe8 Kxe8 Bxh6 Rd3 a4 Ra3 a5 bxa5 b5 Rb3 Be3 Rxb5 Bxa7 a4 Ra6 Rb4 Bc5 Re4 Ba3 d4 Rd6 Rg4+ Kf3 Rh4 Kg3 Re4 f3 Re3 Bc5 Rd3 Ra6 a3 Bxa3 Rb3 Bc1 d3 Ra2 Rc3 Bd2 Rc7 Kf2 Re7 Be3 Re6 Ra4 d2 Bxd2 Kf7 h4 Rd6 Be3 Rc6 h5 Rc2+ Kg3 Rc3 Bf4 Rc5 Ra6 Rxh5 Kg4 Rh8 Bg5 Rg8 f4 Rg6 Ra7+ Kg8 Kh5 Rg7 f5 Rxa7 Kg6 Rg7+ Kf6 Rf7+ Ke6 Rg7 Bf6 Rb7 Be7 Rb6+ Bd6 Rb7 f6 Ra7 Be7 Ra6+ Bd6 Ra7 Be7 Ra6+ Kd7 Ra7+ Ke8 Ra8+ Bd8 Rxd8+ Kxd8 Kf7 Kd7 Kxf6,B00,3,30.73,54,Short,King's Pawn Game: Nimzowitsch Defense,0.18,Intermediate,Intermediate,0.01
14032,hgPvL0P8,True,66,mate,black,10+5,e4 d5 exd5 Nf6 Nc3 e6 dxe6 Bxe6 Nf3 Bc5 d4 Bb4 Bd2 c5 dxc5 Bxc5 Bd3 Bxf2+ Kxf2 Bg4 Rf1 Qb6+ Be3 Qxb2 Bd4 O-O Rb1 Qa3 Rxb7 Nc6 Bxf6 gxf6 Ne4 f5 Nf6+ Kh8 Nxg4 fxg4 Nd4 g3+ hxg3 Nxd4 Qg4 Qc5 Ke1 Rae8+ Kd1 Ne6 Rfxf7 Qg1+ Kd2 Qxg2+ Kc1 Qh1+ Kb2 Rxf7 Rxf7 Rb8+ Ka3 Qc1+ Ka4 Nc5+ Ka5 Qa3+ Qa4 Qxa4#,B01,4,13.78,-115,Short,Scandinavian Defense: Modern Variation #2,0.21,Intermediate,Advanced,0.02
14033,b6yvOoRU,True,68,resign,white,15+0,d4 d5 c4 c6 Nf3 Nf6 Nc3 g6 e3 Bg7 Bd3 O-O b3 Be6 O-O Nbd7 Ba3 Qa5 Bb2 c5 Ne5 cxd4 exd4 dxc4 bxc4 Rac8 Nxd7 Nxd7 d5 Bxd5 Nxd5 Bxb2 Rb1 Bf6 Qe2 Rfe8 Rxb7 Nc5 Rb5 Qd8 g3 Nxd3 Qxd3 a6 Rbb1 Qd6 Rb6 Qc5 Nxf6+ exf6 Rxf6 Qxc4 Qf3 Qxa2 h4 Re6 Rxf7 Rd6 Re7 Rf8 Qb7 Qxf2+ Rxf2 Rd1+ Kg2 Rxf2+ Kxf2 Rd2+,D15,8,26.54,6,Short,Slav Defense: Schlechter Variation,0.39,Intermediate,Intermediate,0.01
14034,w8pTjdBw,True,97,resign,white,8+0,e4 e5 Nf3 d6 Bc4 Be6 Bxe6 fxe6 O-O c6 d4 Nf6 dxe5 Nxe4 exd6 Qxd6 Nbd2 Nxd2 Bxd2 Be7 a3 Na6 Re1 O-O-O Bg5 Qxd1 Raxd1 Rxd1 Rxd1 Bxg5 Nxg5 e5 Nf7 Re8 Nd6+ Kd7 Nxe8+ Kxe8 Re1 Kf7 Rxe5 Nc7 f4 Nd5 g3 a5 Kg2 b5 Kf3 b4 axb4 axb4 Re4 c5 Re5 Nf6 Rxc5 Kg6 Rb5 h6 Rxb4 Nd5 Rd4 Nb6 b4 Na4 c4 Nc3 c5 Nb5 Rd2 Kf5 c6 Ke6 Rd1 Nc7 Rb1 Nb5 Rc1 Nc7 Ke4 Kd6 Kd4 Nb5+ Kc4 Na3+ Kd3 Nb5 h4 Kc7 Ke4 Nd6+ Ke5 Nf7+ Kf5 Nd6+ Kg6,C41,5,7.74,-9,Short,Philidor Defense #3,0.08,Intermediate,Intermediate,0.01
14035,KviFsyLy,True,61,resign,white,15+0,d4 Nf6 f3 g6 e3 Bg7 Ne2 O-O e4 d6 d5 b6 Nbc3 Bb7 Nb5 Nbd7 c4 c6 Nbc3 Re8 Qa4 Qc7 Bg5 Nc5 Qc2 Ba6 b3 e6 Nd4 cxd5 cxd5 exd5 Bxa6 dxe4 Bb5 Re5 Bxf6 Bxf6 O-O a6 Bc4 Bg7 Rae1 Ree8 Qd2 Nd3 fxe4 Bxd4+ Kh1 Nxe1 Bxf7+ Kh8 Bxe8 Rxe8 Qxd4+ Kg8 Rxe1 b5 Nd5 Qf7 Nf6+,A45,3,13.66,-16,Short,Paleface Attack,0.22,Intermediate,Intermediate,0.02
14036,wEs9LSrt,True,136,mate,black,15+0,e4 e5 Nf3 d6 Nc3 Nc6 Bb5 Bd7 O-O a6 Ba4 b5 Bb3 Qf6 Nd5 Qd8 d4 Nf6 Bg5 Be7 dxe5 dxe5 Bxf6 Bxf6 Nxf6+ Qxf6 Qd5 O-O-O Qxf7 Qxf7 Bxf7 Nb4 c3 Nd3 b3 Bg4 Bd5 Bxf3 gxf3 Rhf8 Rfd1 Rxf3 Rd2 Nf4 Rad1 Nxd5 Rxd5 Rxd5 exd5 Rxc3 Rd2 Rf3 Kg2 Rf5 d6 cxd6 Rxd6 Rf6 Rd5 Kc7 Rc5+ Kb6 Rd5 Rf5 Rd7 Rg5+ Kf3 h6 Rd6+ Ka5 Ke4 Rg2 Rd7 Rxf2 Rxg7 Rxa2 Kxe5 Rxh2 Rg1 Kb4 Rb1 Rh3 Kd4 Rxb3 Ra1 Ra3 Rh1 Ra4 Rxh6 Ka3+ Kd3 b4 Kc2 b3+ Kb1 Kb4 Rh4+ Ka3 Rh6 a5 Rg6 Rc4 Ra6 a4 Rh6 Kb4 Rb6+ Kc5 Rh6 Kb5 Rh5+ Kb4 Rh2 a3 Rd2 a2+ Kb2 Rc2+ Ka1 b2+ Kxa2 Rxd2 Kb1 Kc3 Ka2 b1=Q+ Kxb1 Rh2 Kc1 Kd3 Kb1 Kc3 Ka1 Kb3 Kb1 Rh1#,C41,4,19.91,41,Short,Philidor Defense #2,0.15,Intermediate,Intermediate,0.01
14037,SJ7vh060,True,128,mate,black,8+5,e4 e5 Qf3 Nf6 Bc4 Bc5 Nc3 O-O g3 d6 Nd5 Be6 Nxf6+ Qxf6 Qxf6 gxf6 Bxe6 fxe6 d3 Nc6 c3 Kf7 Nf3 b5 O-O Ke7 b4 Bb6 a4 bxa4 Rxa4 Rf7 h4 Rg8 Be3 f5 Bxb6 axb6 exf5 exf5 b5 Nd8 Ra7 Kd7 Ng5 Rfg7 Nf3 f4 d4 fxg3 fxg3 Rxg3+ Kf2 exd4 cxd4 Rg2+ Ke1 Re8+ Kd1 Ree2 Ng5 Rd2+ Kc1 Rc2+ Kb1 Rb2+ Ka1 Rxb5 Rf7+ Nxf7 Nxf7 Ra5+ Rxa5 bxa5 Ng5 Rd2 Nxh7 Rxd4 Ka2 Rxh4 Nf6+ Kc6 Ka3 a4 Ne8 Kb6 Nf6 c5 Nd5+ Kb5 Nc3+ Ka5 Nd5 Rh3+ Ka2 a3 Nf4 Rg3 Ne2 Re3 Nc1 Ka4 Ka1 Rc3 Na2 Kb3 Nxc3 Kxc3 Ka2 Kb4 Ka1 c4 Ka2 d5 Ka1 d4 Ka2 d3 Ka1 d2 Ka2 c3 Kb1 d1=Q+ Ka2 Qb3+ Ka1 Qb2#,C20,3,15.6,-94,Short,King's Pawn Game: Napoleon Attack,0.12,Intermediate,Intermediate,0.01
